value,time,ID,orig_measurement,type
170,2024-01-01 00:00:00,7-0,167,1p_household
170,2024-01-01 00:00:00,7-1,167,1p_household
400,2024-01-01 00:00:00,7-2,403,4p_household
170,2024-01-01 00:00:00,7-3,165,1p_household
280,2024-01-01 00:00:00,7-4,273,2p_household
400,2024-01-01 00:00:00,7-5,396,3p_household
280,2024-01-01 00:00:00,7-6,275,2p_household
160,2024-01-01 00:00:00,8-0,164,1p_household
280,2024-01-01 00:00:00,8-1,274,2p_household
170,2024-01-01 00:00:00,8-2,168,1p_household
170,2024-01-01 00:00:00,8-3,167,1p_household
170,2024-01-01 00:00:00,8-4,172,1p_household
380,2024-01-01 00:00:00,8-5,386,3p_household
400,2024-01-01 00:00:00,8-6,412,3p_household
400,2024-01-01 00:00:00,8-7,405,3p_household
380,2024-01-01 00:00:00,8-8,384,3p_household
170,2024-01-01 00:00:00,8-9,165,1p_household
260,2024-01-01 00:00:00,8-10,266,2p_household
160,2024-01-01 00:00:00,0-0,160,1p_household
380,2024-01-01 00:00:00,0-1,382,3p_household
400,2024-01-01 00:00:00,0-2,399,3p_household
400,2024-01-01 00:00:00,0-3,398,3p_household
400,2024-01-01 00:00:00,0-4,414,3p_household
160,2024-01-01 00:00:00,0-5,163,1p_household
170,2024-01-01 00:00:00,0-6,170,1p_household
400,2024-01-01 00:00:00,13-0,395,3p_household
160,2024-01-01 00:00:00,13-1,157,1p_household
400,2024-01-01 00:00:00,13-2,390,3p_household
260,2024-01-01 00:00:00,13-3,263,2p_household
170,2024-01-01 00:00:00,13-4,168,1p_household
280,2024-01-01 00:00:00,13-5,283,2p_household
400,2024-01-01 00:00:00,13-6,415,3p_household
400,2024-01-01 00:00:00,13-7,406,4p_household
260,2024-01-01 00:00:00,13-8,259,2p_household
380,2024-01-01 00:00:00,2-0,381,4p_household
380,2024-01-01 00:00:00,2-1,378,3p_household
170,2024-01-01 00:00:00,2-2,167,1p_household
400,2024-01-01 00:00:00,2-3,405,3p_household
160,2024-01-01 00:00:00,2-4,163,1p_household
160,2024-01-01 00:00:00,2-5,159,1p_household
170,2024-01-01 00:00:00,2-6,171,1p_household
400,2024-01-01 00:00:00,2-7,401,4p_household
150,2024-01-01 00:15:00,7-0,148,1p_household
150,2024-01-01 00:15:00,7-1,146,1p_household
360,2024-01-01 00:15:00,7-2,355,4p_household
140,2024-01-01 00:15:00,7-3,143,1p_household
240,2024-01-01 00:15:00,7-4,246,2p_household
360,2024-01-01 00:15:00,7-5,369,3p_household
240,2024-01-01 00:15:00,7-6,236,2p_household
150,2024-01-01 00:15:00,8-0,146,1p_household
260,2024-01-01 00:15:00,8-1,250,2p_household
140,2024-01-01 00:15:00,8-2,144,1p_household
150,2024-01-01 00:15:00,8-3,153,1p_household
150,2024-01-01 00:15:00,8-4,153,1p_household
360,2024-01-01 00:15:00,8-5,364,3p_household
360,2024-01-01 00:15:00,8-6,365,3p_household
360,2024-01-01 00:15:00,8-7,353,3p_household
340,2024-01-01 00:15:00,8-8,345,3p_household
140,2024-01-01 00:15:00,8-9,142,1p_household
260,2024-01-01 00:15:00,8-10,251,2p_household
160,2024-01-01 00:15:00,0-0,156,1p_household
360,2024-01-01 00:15:00,0-1,353,3p_household
360,2024-01-01 00:15:00,0-2,351,3p_household
380,2024-01-01 00:15:00,0-3,375,3p_household
360,2024-01-01 00:15:00,0-4,358,3p_household
140,2024-01-01 00:15:00,0-5,144,1p_household
140,2024-01-01 00:15:00,0-6,144,1p_household
360,2024-01-01 00:15:00,13-0,351,3p_household
150,2024-01-01 00:15:00,13-1,151,1p_household
360,2024-01-01 00:15:00,13-2,353,3p_household
240,2024-01-01 00:15:00,13-3,237,2p_household
150,2024-01-01 00:15:00,13-4,151,1p_household
260,2024-01-01 00:15:00,13-5,254,2p_household
